eval_run_id,analysis_run_id,original_run_id,algorithm,train_environment,eval_environment,seed,episode,episode_reward,episode_steps,done,timeout_by_python_limit,deterministic,eval_mode,most_common_action,action_counts,model_path,info,evaluated_at,success_flag,wall_hit_flag,timeout_flag
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,1,-5.0395,79,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,2,-5.201,402,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,3,-5.0155,31,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,4,-5.1475,295,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,5,-6.017,2034,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,6,-5.3595,719,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,7,-5.6115,1223,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,8,-5.0,0,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,9,-5.0275,55,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,10,-5.021,42,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,11,-5.1425,285,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,12,-5.7865,1573,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,13,-5.2915,583,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,14,-5.0075,15,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,15,-6.7545,3509,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,16,-5.331,662,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,17,-5.493,986,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,18,-5.242,484,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,19,-5.061,122,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,20,-5.546,1092,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,21,-5.226,452,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,22,-5.2235,447,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,23,-5.2015,403,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,24,-5.0825,165,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,25,-5.267,534,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,26,-5.489,978,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env1_Seed42,Random_Seed42,Random_Env1_Seed42,Random,None,Env1,42,27,-5.29,580,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
