eval_run_id,analysis_run_id,original_run_id,algorithm,train_environment,eval_environment,seed,episode,episode_reward,episode_steps,done,timeout_by_python_limit,deterministic,eval_mode,most_common_action,action_counts,model_path,info,evaluated_at,success_flag,wall_hit_flag,timeout_flag
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,1,-5.0255,51,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,2,-5.0095,19,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,3,-5.017,34,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,4,-5.0185,37,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,5,-5.0045,9,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,6,-5.017,34,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,7,-5.015,30,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,8,-5.0535,107,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,9,-5.01,20,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,10,-5.0035,7,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,11,-5.0635,127,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,12,-5.0735,147,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,13,-5.039,78,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,14,-5.0815,163,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,15,-5.034,68,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,16,-5.1805,361,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,17,-5.021,42,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,18,-5.1055,211,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,19,-5.0895,179,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,20,-5.0275,55,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,21,-5.063,126,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,22,-5.044,88,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,23,-5.0575,115,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,24,-5.0615,123,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,25,-5.0345,69,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,26,-5.0465,93,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,27,-5.015,30,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,28,-5.015,30,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,29,-5.0065,13,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,30,-5.038,76,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,31,-5.01,20,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,32,-5.0165,33,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,33,-5.0495,99,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,34,-5.0245,49,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,35,-5.024,48,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,36,-5.0615,123,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,37,-5.013,26,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,38,-5.025,50,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,39,-5.051,102,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,40,-5.131,262,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,41,-5.0035,7,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,42,-5.014,28,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,43,-5.036,72,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,44,-5.006,12,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,45,-5.2735,547,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,46,-5.031,62,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,47,-5.1725,345,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,48,-5.014,28,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,49,-5.1185,237,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed27,Random_Seed27,Random_Env2_Seed27,Random,None,Env2,27,50,-5.0115,23,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
