eval_run_id,analysis_run_id,original_run_id,algorithm,train_environment,eval_environment,seed,episode,episode_reward,episode_steps,done,timeout_by_python_limit,deterministic,eval_mode,most_common_action,action_counts,model_path,info,evaluated_at,success_flag,wall_hit_flag,timeout_flag
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,1,-5.0265,53,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,2,-5.0625,125,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,3,-5.04,80,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,4,-5.0915,183,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,5,-5.0305,61,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,6,-5.039,78,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,7,-5.012,24,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,8,-5.0385,77,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,9,-5.098,196,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,10,-5.0075,15,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,11,-5.046,92,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,12,-5.0225,45,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,13,-5.007,14,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,14,-5.0125,25,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,15,-5.0555,111,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,16,-5.027,54,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,17,-5.0045,9,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,18,-5.007,14,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,19,-5.1185,237,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,20,-5.054,108,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,21,-5.2055,411,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,22,-5.0175,35,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,23,-5.106,212,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,24,-5.2,400,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,25,-5.0475,95,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,26,-5.0075,15,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,27,-5.017,34,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,28,-5.0175,35,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,29,-5.0995,199,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,30,-5.0085,17,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,31,-5.0075,15,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,32,-5.1595,319,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,33,-5.2035,407,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,34,-5.043,86,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,35,-5.0115,23,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,36,-5.3495,699,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,37,-5.2095,419,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,38,-5.009,18,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,39,-5.021,42,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,40,-5.011,22,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,41,-5.0115,23,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,42,-5.008,16,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,43,-5.166,332,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,44,-5.035,70,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,45,-5.0045,9,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,46,-5.018,36,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,47,-5.2485,497,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,48,-5.005,10,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,49,-5.0825,165,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
Random_Env2_Seed72,Random_Seed72,Random_Env2_Seed72,Random,None,Env2,72,50,-5.0845,169,True,False,,random_policy,,,,,2026-05-15T11:39:59,0,1,0
