run_id,environment,algorithm,seed,episode,result,steps,total_reward,spawn_index,goal_index,max_steps,success,wall_hit,timeout,total_logged_steps
Random_Env2_Seed42,Env2_Complex,Random,42,1,Wall,146,-0.6460,3,2,5000,0,1,0,146
Random_Env2_Seed42,Env2_Complex,Random,42,2,Wall,276,-0.7760,0,7,5000,0,1,0,422
Random_Env2_Seed42,Env2_Complex,Random,42,3,Wall,282,-0.7820,3,3,5000,0,1,0,704
Random_Env2_Seed42,Env2_Complex,Random,42,4,Wall,36,-0.5360,4,4,5000,0,1,0,740
Random_Env2_Seed42,Env2_Complex,Random,42,5,Wall,5,-0.5050,1,1,5000,0,1,0,745
Random_Env2_Seed42,Env2_Complex,Random,42,6,Wall,20,-0.5200,4,2,5000,0,1,0,765
Random_Env2_Seed42,Env2_Complex,Random,42,7,Wall,181,-0.6810,3,5,5000,0,1,0,946
Random_Env2_Seed42,Env2_Complex,Random,42,8,Wall,20,-0.5200,2,0,5000,0,1,0,966
Random_Env2_Seed42,Env2_Complex,Random,42,9,Wall,34,-0.5340,4,5,5000,0,1,0,1000
Random_Env2_Seed42,Env2_Complex,Random,42,10,Wall,55,-0.5550,7,1,5000,0,1,0,1055
Random_Env2_Seed42,Env2_Complex,Random,42,11,Wall,13,-0.5130,5,6,5000,0,1,0,1068
Random_Env2_Seed42,Env2_Complex,Random,42,12,Wall,14,-0.5140,4,7,5000,0,1,0,1082
Random_Env2_Seed42,Env2_Complex,Random,42,13,Wall,29,-0.5290,1,4,5000,0,1,0,1111
Random_Env2_Seed42,Env2_Complex,Random,42,14,Wall,99,-0.5990,4,1,5000,0,1,0,1210
Random_Env2_Seed42,Env2_Complex,Random,42,15,Wall,12,-0.5120,0,5,5000,0,1,0,1222
Random_Env2_Seed42,Env2_Complex,Random,42,16,Wall,10,-0.5100,2,4,5000,0,1,0,1232
Random_Env2_Seed42,Env2_Complex,Random,42,17,Wall,43,-0.5430,7,7,5000,0,1,0,1275
Random_Env2_Seed42,Env2_Complex,Random,42,18,Wall,133,-0.6330,3,2,5000,0,1,0,1408
Random_Env2_Seed42,Env2_Complex,Random,42,19,Wall,17,-0.5170,2,7,5000,0,1,0,1425
Random_Env2_Seed42,Env2_Complex,Random,42,20,Wall,48,-0.5480,3,2,5000,0,1,0,1473
Random_Env2_Seed42,Env2_Complex,Random,42,21,Wall,16,-0.5160,0,6,5000,0,1,0,1489
Random_Env2_Seed42,Env2_Complex,Random,42,22,Wall,83,-0.5830,6,2,5000,0,1,0,1572
Random_Env2_Seed42,Env2_Complex,Random,42,23,Wall,45,-0.5450,1,4,5000,0,1,0,1617
Random_Env2_Seed42,Env2_Complex,Random,42,24,Wall,67,-0.5670,5,1,5000,0,1,0,1684
Random_Env2_Seed42,Env2_Complex,Random,42,25,Wall,69,-0.5690,3,3,5000,0,1,0,1753
Random_Env2_Seed42,Env2_Complex,Random,42,26,Wall,49,-0.5490,0,7,5000,0,1,0,1802
Random_Env2_Seed42,Env2_Complex,Random,42,27,Wall,67,-0.5670,4,2,5000,0,1,0,1869
Random_Env2_Seed42,Env2_Complex,Random,42,28,Wall,121,-0.6210,3,3,5000,0,1,0,1990
Random_Env2_Seed42,Env2_Complex,Random,42,29,Wall,25,-0.5250,1,5,5000,0,1,0,2015
Random_Env2_Seed42,Env2_Complex,Random,42,30,Wall,204,-0.7040,0,1,5000,0,1,0,2219
Random_Env2_Seed42,Env2_Complex,Random,42,31,Wall,8,-0.5080,4,7,5000,0,1,0,2227
Random_Env2_Seed42,Env2_Complex,Random,42,32,Wall,134,-0.6340,5,3,5000,0,1,0,2361
Random_Env2_Seed42,Env2_Complex,Random,42,33,Wall,67,-0.5670,0,4,5000,0,1,0,2428
Random_Env2_Seed42,Env2_Complex,Random,42,34,Wall,7,-0.5070,2,2,5000,0,1,0,2435
Random_Env2_Seed42,Env2_Complex,Random,42,35,Wall,104,-0.6040,7,5,5000,0,1,0,2539
Random_Env2_Seed42,Env2_Complex,Random,42,36,Wall,64,-0.5640,1,1,5000,0,1,0,2603
Random_Env2_Seed42,Env2_Complex,Random,42,37,Wall,161,-0.6610,2,5,5000,0,1,0,2764
Random_Env2_Seed42,Env2_Complex,Random,42,38,Wall,539,-1.0390,5,3,5000,0,1,0,3303
Random_Env2_Seed42,Env2_Complex,Random,42,39,Wall,177,-0.6770,0,6,5000,0,1,0,3480
Random_Env2_Seed42,Env2_Complex,Random,42,40,Wall,24,-0.5240,2,0,5000,0,1,0,3504
Random_Env2_Seed42,Env2_Complex,Random,42,41,Wall,27,-0.5270,4,2,5000,0,1,0,3531
Random_Env2_Seed42,Env2_Complex,Random,42,42,Wall,45,-0.5450,2,3,5000,0,1,0,3576
Random_Env2_Seed42,Env2_Complex,Random,42,43,Wall,146,-0.6460,7,5,5000,0,1,0,3722
Random_Env2_Seed42,Env2_Complex,Random,42,44,Wall,40,-0.5400,1,6,5000,0,1,0,3762
Random_Env2_Seed42,Env2_Complex,Random,42,45,Wall,34,-0.5340,2,1,5000,0,1,0,3796
Random_Env2_Seed42,Env2_Complex,Random,42,46,Wall,30,-0.5300,6,7,5000,0,1,0,3826
Random_Env2_Seed42,Env2_Complex,Random,42,47,Wall,28,-0.5280,1,2,5000,0,1,0,3854
Random_Env2_Seed42,Env2_Complex,Random,42,48,Wall,19,-0.5190,6,4,5000,0,1,0,3873
Random_Env2_Seed42,Env2_Complex,Random,42,49,Wall,809,-1.3090,5,1,5000,0,1,0,4682
Random_Env2_Seed42,Env2_Complex,Random,42,50,Wall,32,-0.5320,2,2,5000,0,1,0,4714
Random_Env2_Seed42,Env2_Complex,Random,42,51,Wall,106,-0.6060,6,4,5000,0,1,0,4820
Random_Env2_Seed42,Env2_Complex,Random,42,52,Wall,0,-0.5000,3,7,5000,0,1,0,4820
Random_Env2_Seed42,Env2_Complex,Random,42,53,Wall,52,-0.5520,6,0,5000,0,1,0,4872
Random_Env2_Seed42,Env2_Complex,Random,42,54,Wall,188,-0.6880,7,4,5000,0,1,0,5060
Random_Env2_Seed42,Env2_Complex,Random,42,55,Wall,6,-0.5060,0,5,5000,0,1,0,5066
Random_Env2_Seed42,Env2_Complex,Random,42,56,Wall,314,-0.8140,5,3,5000,0,1,0,5380
Random_Env2_Seed42,Env2_Complex,Random,42,57,Wall,45,-0.5450,6,0,5000,0,1,0,5425
Random_Env2_Seed42,Env2_Complex,Random,42,58,Wall,24,-0.5240,2,5,5000,0,1,0,5449
Random_Env2_Seed42,Env2_Complex,Random,42,59,Wall,69,-0.5690,7,3,5000,0,1,0,5518
Random_Env2_Seed42,Env2_Complex,Random,42,60,Wall,219,-0.7190,0,5,5000,0,1,0,5737
Random_Env2_Seed42,Env2_Complex,Random,42,61,Wall,181,-0.6810,3,7,5000,0,1,0,5918
Random_Env2_Seed42,Env2_Complex,Random,42,62,Wall,44,-0.5440,4,1,5000,0,1,0,5962
Random_Env2_Seed42,Env2_Complex,Random,42,63,Wall,14,-0.5140,1,3,5000,0,1,0,5976
Random_Env2_Seed42,Env2_Complex,Random,42,64,Wall,24,-0.5240,2,6,5000,0,1,0,6000
Random_Env2_Seed42,Env2_Complex,Random,42,65,Wall,78,-0.5780,4,4,5000,0,1,0,6078
Random_Env2_Seed42,Env2_Complex,Random,42,66,Wall,56,-0.5560,2,0,5000,0,1,0,6134
Random_Env2_Seed42,Env2_Complex,Random,42,67,Wall,32,-0.5320,4,1,5000,0,1,0,6166
Random_Env2_Seed42,Env2_Complex,Random,42,68,Wall,263,-0.7630,5,6,5000,0,1,0,6429
Random_Env2_Seed42,Env2_Complex,Random,42,69,Wall,0,-0.5000,0,7,5000,0,1,0,6429
Random_Env2_Seed42,Env2_Complex,Random,42,70,Wall,34,-0.5340,2,4,5000,0,1,0,6463
Random_Env2_Seed42,Env2_Complex,Random,42,71,Wall,76,-0.5760,0,7,5000,0,1,0,6539
Random_Env2_Seed42,Env2_Complex,Random,42,72,Wall,75,-0.5750,3,5,5000,0,1,0,6614
Random_Env2_Seed42,Env2_Complex,Random,42,73,Wall,21,-0.5210,6,7,5000,0,1,0,6635
Random_Env2_Seed42,Env2_Complex,Random,42,74,Wall,76,-0.5760,1,4,5000,0,1,0,6711
Random_Env2_Seed42,Env2_Complex,Random,42,75,Wall,28,-0.5280,2,3,5000,0,1,0,6739
Random_Env2_Seed42,Env2_Complex,Random,42,76,Wall,6,-0.5060,6,4,5000,0,1,0,6745
Random_Env2_Seed42,Env2_Complex,Random,42,77,Wall,18,-0.5180,5,2,5000,0,1,0,6763
Random_Env2_Seed42,Env2_Complex,Random,42,78,Wall,202,-0.7020,6,4,5000,0,1,0,6965
Random_Env2_Seed42,Env2_Complex,Random,42,79,Wall,145,-0.6450,3,3,5000,0,1,0,7110
Random_Env2_Seed42,Env2_Complex,Random,42,80,Wall,21,-0.5210,2,6,5000,0,1,0,7131
Random_Env2_Seed42,Env2_Complex,Random,42,81,Wall,7,-0.5070,4,3,5000,0,1,0,7138
Random_Env2_Seed42,Env2_Complex,Random,42,82,Wall,97,-0.5970,7,7,5000,0,1,0,7235
Random_Env2_Seed42,Env2_Complex,Random,42,83,Wall,22,-0.5220,6,1,5000,0,1,0,7257
Random_Env2_Seed42,Env2_Complex,Random,42,84,Wall,358,-0.8580,5,5,5000,0,1,0,7615
Random_Env2_Seed42,Env2_Complex,Random,42,85,Wall,54,-0.5540,6,7,5000,0,1,0,7669
Random_Env2_Seed42,Env2_Complex,Random,42,86,Wall,172,-0.6720,1,0,5000,0,1,0,7841
Random_Env2_Seed42,Env2_Complex,Random,42,87,Wall,9,-0.5090,5,7,5000,0,1,0,7850
Random_Env2_Seed42,Env2_Complex,Random,42,88,Wall,223,-0.7230,2,0,5000,0,1,0,8073
Random_Env2_Seed42,Env2_Complex,Random,42,89,Wall,42,-0.5420,5,5,5000,0,1,0,8115
Random_Env2_Seed42,Env2_Complex,Random,42,90,Wall,53,-0.5530,0,7,5000,0,1,0,8168
Random_Env2_Seed42,Env2_Complex,Random,42,91,Wall,49,-0.5490,4,2,5000,0,1,0,8217
Random_Env2_Seed42,Env2_Complex,Random,42,92,Wall,35,-0.5350,2,5,5000,0,1,0,8252
Random_Env2_Seed42,Env2_Complex,Random,42,93,Wall,6,-0.5060,1,2,5000,0,1,0,8258
Random_Env2_Seed42,Env2_Complex,Random,42,94,Wall,5,-0.5050,6,5,5000,0,1,0,8263
Random_Env2_Seed42,Env2_Complex,Random,42,95,Wall,50,-0.5500,0,2,5000,0,1,0,8313
Random_Env2_Seed42,Env2_Complex,Random,42,96,Wall,286,-0.7860,5,3,5000,0,1,0,8599
Random_Env2_Seed42,Env2_Complex,Random,42,97,Wall,0,-0.5000,0,0,5000,0,1,0,8599
Random_Env2_Seed42,Env2_Complex,Random,42,98,Wall,56,-0.5560,5,6,5000,0,1,0,8655
Random_Env2_Seed42,Env2_Complex,Random,42,99,Wall,66,-0.5660,1,0,5000,0,1,0,8721
Random_Env2_Seed42,Env2_Complex,Random,42,100,Wall,81,-0.5810,2,2,5000,0,1,0,8802
Random_Env2_Seed42,Env2_Complex,Random,42,101,Wall,71,-0.5710,1,5,5000,0,1,0,8873
Random_Env2_Seed42,Env2_Complex,Random,42,102,Wall,161,-0.6610,0,4,5000,0,1,0,9034
Random_Env2_Seed42,Env2_Complex,Random,42,103,Wall,4,-0.5040,6,5,5000,0,1,0,9038
Random_Env2_Seed42,Env2_Complex,Random,42,104,Wall,8,-0.5080,0,0,5000,0,1,0,9046
