summary_file,run_id,final_analysis_label,algorithm,algorithm_version,environment,seed,timesteps,trained_steps,recent_training_mean_reward,exploration_fraction,exploration_final_eps,detected_version,model_path,log_dir,recording_dir,started_at,finished_at,duration_seconds,hyperparameters
DQN_Env1_Seed1_v2_summary.json,DQN_Env1_Seed1_v2,DQN_v2_Seed1_diagnostic,DQN,v2_manual_exploration,Env1_Simple,1,500000,500000,-5.5295502290740846,0.5,0.05,v2_exploration,rl_navigation_project/training/models/final/DQN_Env1_Seed1_v2/final_model.zip,rl_navigation_project/training/logs/final/DQN_Env1_Seed1_v2,rl_navigation_project/training/recordings,2026-05-09T13:33:21,2026-05-09T16:20:44,10042.61,"{'learning_rate': 0.0001, 'buffer_size': 100000, 'learning_starts': 10000, 'batch_size': 32, 'gamma': 0.995, 'exploration_fraction': 0.5, 'exploration_final_eps': 0.05, 'target_update_interval': 1000}"
